"test","true"
0.653333333333333,0.513996225301703
0.656666666666667,0.515649352607216
0.66,0.516483157257378
0.663333333333333,0.516560638129831
0.666666666666667,0.515951129160591
0.67,0.514729400010981
0.673333333333333,0.512974727397976
0.676666666666667,0.510769947094799
0.68,0.508200496531953
0.683333333333333,0.505353457759569
0.686666666666667,0.502316610273634
0.69,0.499177502865855
0.693333333333333,0.496022553234805
0.696666666666667,0.492936183600283
0.7,0.49
0.703333333333333,0.487292022324493
0.706666666666667,0.484885971469927
0.71,0.482850619266768
0.713333333333333,0.481249206083092
0.716666666666667,0.480138930212569
0.72,0.479570512347236
0.723333333333333,0.479587837612095
0.726666666666667,0.480227676810691
0.73,0.481519487706093
0.733333333333333,0.483485296347993
0.736666666666667,0.486139657661596
0.74,0.489489693744797
0.743333333333333,0.493535207583754
0.746666666666667,0.498268869199765
0.75,0.503676470588235
0.753333333333333,0.509737245208886
0.756666666666667,0.516424247239932
0.76,0.523704785321927
0.763333333333333,0.531540905092811
0.766666666666667,0.539889914457183
0.77,0.548704945242169
0.773333333333333,0.557935544670787
0.776666666666667,0.56752828993224
0.78,0.577427419047062
0.783333333333333,0.58757547121294
0.786666666666667,0.597913929872896
0.79,0.608383861869612
0.793333333333333,0.618926546235165
0.796666666666667,0.629484086411539
0.8,0.64
0.803333333333333,0.650419780492926
0.806666666666667,0.660691425845154
0.81,0.670765929188575
0.813333333333333,0.680597727478157
0.816666666666667,0.690145104374327
0.82,0.699370544209882
0.823333333333333,0.708241034453414
0.826666666666667,0.716728314659647
0.83,0.724809070483939
0.833333333333333,0.732465071927664
0.836666666666667,0.739683255567099
0.84,0.746455751095228
0.843333333333333,0.752779853067788
0.846666666666667,0.75865793928667
0.85,0.764097337770383
0.853333333333333,0.769110144747951
0.856666666666667,0.773712996565128
0.86,0.777926798806143
0.863333333333333,0.781776416306986
0.866666666666667,0.78529032806454
0.87,0.788500251327064
0.873333333333333,0.79144073938384
0.876666666666667,0.794148757753664
0.88,0.796663243602375
0.883333333333333,0.799024653298524
0.886666666666667,0.801274503043543
0.89,0.803454907489232
0.893333333333333,0.80560812118208
0.896666666666667,0.807776087552534
0.9,0.81
0.903333333333333,0.812319879413501
0.906666666666667,0.814774172216559
0.91,0.817399372736199
0.913333333333333,0.82022967337367
0.916666666666667,0.823296645702306
0.92,0.826628955240149
0.923333333333333,0.830252112245698
0.926666666666667,0.834188260468968
0.93,0.838456005361417
0.933333333333333,0.84307028281186
0.936666666666667,0.848042269035794
0.94,0.853379331807186
0.943333333333333,0.859085022789124
0.946666666666667,0.865159110297246
0.95,0.871597651421508
0.953333333333333,0.878393102041805
0.956666666666667,0.885534462904642
0.96,0.893007459585143
0.963333333333333,0.900794753844034
0.966666666666667,0.908876183605775
0.97,0.917229028534042
0.973333333333333,0.9258282979663
0.976666666666667,0.934647037791938
0.98,0.943656652719439
0.983333333333333,0.952827240278301
0.986666666666667,0.962127932841149
0.99,0.971527243930741
0.993333333333333,0.98099341509491
0.996666666666667,0.990494759689124
1,1
